"Datenbasis";"Wirtschaftszweig (WZ2008)";"Berichtsjahr";"Region";"Beschäftigtengrößenklassen";"Zählen";
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"62492 Tröbitz";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"62492 Tröbitz";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"62492 Tröbitz";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"62500 Uebigau-Wahrenbrück, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"62500 Uebigau-Wahrenbrück, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"62500 Uebigau-Wahrenbrück, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"62500 Uebigau-Wahrenbrück, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63036 Brieselang";"0  bis     9";2;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63036 Brieselang";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63036 Brieselang";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63036 Brieselang";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63056 Dallgow-Döberitz";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63056 Dallgow-Döberitz";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63056 Dallgow-Döberitz";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63056 Dallgow-Döberitz";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63080 Falkensee, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63080 Falkensee, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63080 Falkensee, Stadt";"50  bis 249";1;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63080 Falkensee, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63088 Friesack, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63088 Friesack, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63088 Friesack, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63088 Friesack, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63094 Gollenberg";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63094 Gollenberg";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63094 Gollenberg";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63094 Gollenberg";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63112 Großderschau";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63112 Großderschau";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63112 Großderschau";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63112 Großderschau";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63134 Havelaue";"0  bis     9";1;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63134 Havelaue";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63134 Havelaue";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63134 Havelaue";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63142 Wiesenaue";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63142 Wiesenaue";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63142 Wiesenaue";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63142 Wiesenaue";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63148 Ketzin/Havel, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63148 Ketzin/Havel, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63148 Ketzin/Havel, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63148 Ketzin/Havel, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63161 Kleßen-Görne";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63161 Kleßen-Görne";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63161 Kleßen-Görne";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63161 Kleßen-Görne";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63165 Kotzen";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63165 Kotzen";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63165 Kotzen";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63165 Kotzen";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63186 Märkisch Luch";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63186 Märkisch Luch";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63186 Märkisch Luch";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63186 Märkisch Luch";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63189 Milower Land";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63189 Milower Land";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63189 Milower Land";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63189 Milower Land";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63202 Mühlenberge";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63202 Mühlenberge";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63202 Mühlenberge";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63202 Mühlenberge";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63208 Nauen, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63208 Nauen, Stadt";"10  bis   49";1;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63208 Nauen, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63208 Nauen, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63212 Nennhausen";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63212 Nennhausen";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63212 Nennhausen";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63212 Nennhausen";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63228 Paulinenaue";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63228 Paulinenaue";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63228 Paulinenaue";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63228 Paulinenaue";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63240 Pessin";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63240 Pessin";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63240 Pessin";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63240 Pessin";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63244 Premnitz, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63244 Premnitz, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63244 Premnitz, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63244 Premnitz, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63252 Rathenow, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63252 Rathenow, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63252 Rathenow, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63252 Rathenow, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63256 Retzow";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63256 Retzow";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63256 Retzow";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63256 Retzow";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63260 Rhinow, Stadt";"0  bis     9";1;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63260 Rhinow, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63260 Rhinow, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63260 Rhinow, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63273 Schönwalde-Glien";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63273 Schönwalde-Glien";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63273 Schönwalde-Glien";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63273 Schönwalde-Glien";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63274 Seeblick";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63274 Seeblick";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63274 Seeblick";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63274 Seeblick";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63293 Stechow-Ferchesar";"0  bis     9";1;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63293 Stechow-Ferchesar";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63293 Stechow-Ferchesar";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63293 Stechow-Ferchesar";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63357 Wustermark";"0  bis     9";3;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63357 Wustermark";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63357 Wustermark";"50  bis 249";2;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"63357 Wustermark";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64009 Alt Tucheband";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64009 Alt Tucheband";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64009 Alt Tucheband";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64009 Alt Tucheband";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64029 Altlandsberg, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64029 Altlandsberg, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64029 Altlandsberg, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64029 Altlandsberg, Stadt";"250 und mehr";1;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64044 Bad Freienwalde (Oder), Stadt";"0  bis     9";1;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64044 Bad Freienwalde (Oder), Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64044 Bad Freienwalde (Oder), Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64044 Bad Freienwalde (Oder), Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64053 Beiersdorf-Freudenberg";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64053 Beiersdorf-Freudenberg";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64053 Beiersdorf-Freudenberg";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64053 Beiersdorf-Freudenberg";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64057 Bleyen-Genschmar";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64057 Bleyen-Genschmar";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64057 Bleyen-Genschmar";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64057 Bleyen-Genschmar";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64061 Bliesdorf";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64061 Bliesdorf";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64061 Bliesdorf";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64061 Bliesdorf";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64084 Buckow (Märkische Schweiz), Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64084 Buckow (Märkische Schweiz), Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64084 Buckow (Märkische Schweiz), Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64084 Buckow (Märkische Schweiz), Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64125 Falkenberg";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64125 Falkenberg";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64125 Falkenberg";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64125 Falkenberg";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64128 Falkenhagen (Mark)";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64128 Falkenhagen (Mark)";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64128 Falkenhagen (Mark)";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64128 Falkenhagen (Mark)";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64130 Fichtenhöhe";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64130 Fichtenhöhe";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64130 Fichtenhöhe";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64130 Fichtenhöhe";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64136 Fredersdorf-Vogelsdorf";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64136 Fredersdorf-Vogelsdorf";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64136 Fredersdorf-Vogelsdorf";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64136 Fredersdorf-Vogelsdorf";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64153 Garzau-Garzin";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64153 Garzau-Garzin";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64153 Garzau-Garzin";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64153 Garzau-Garzin";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64172 Golzow";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64172 Golzow";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64172 Golzow";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64172 Golzow";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64190 Gusow-Platkow";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64190 Gusow-Platkow";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64190 Gusow-Platkow";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64190 Gusow-Platkow";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64205 Heckelberg-Brunow";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64205 Heckelberg-Brunow";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64205 Heckelberg-Brunow";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64205 Heckelberg-Brunow";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64222 Höhenland";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64222 Höhenland";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64222 Höhenland";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64222 Höhenland";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64227 Hoppegarten";"0  bis     9";2;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64227 Hoppegarten";"10  bis   49";1;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64227 Hoppegarten";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64227 Hoppegarten";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64266 Küstriner Vorland";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64266 Küstriner Vorland";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64266 Küstriner Vorland";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64266 Küstriner Vorland";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64268 Lebus, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64268 Lebus, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64268 Lebus, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64268 Lebus, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64274 Letschin";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64274 Letschin";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64274 Letschin";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64274 Letschin";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64288 Lietzen";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64288 Lietzen";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64288 Lietzen";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64288 Lietzen";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64290 Lindendorf";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64290 Lindendorf";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64290 Lindendorf";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64290 Lindendorf";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64303 Märkische Höhe";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64303 Märkische Höhe";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64303 Märkische Höhe";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64303 Märkische Höhe";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64317 Müncheberg, Stadt";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64317 Müncheberg, Stadt";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64317 Müncheberg, Stadt";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64317 Müncheberg, Stadt";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64336 Neuenhagen bei Berlin";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64336 Neuenhagen bei Berlin";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64336 Neuenhagen bei Berlin";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64336 Neuenhagen bei Berlin";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64340 Neuhardenberg";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64340 Neuhardenberg";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64340 Neuhardenberg";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64340 Neuhardenberg";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64349 Neulewin";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64349 Neulewin";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64349 Neulewin";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64349 Neulewin";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64365 Neutrebbin";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64365 Neutrebbin";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64365 Neutrebbin";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64365 Neutrebbin";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64370 Oberbarnim";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64370 Oberbarnim";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64370 Oberbarnim";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64370 Oberbarnim";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64371 Oderaue";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64371 Oderaue";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64371 Oderaue";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64371 Oderaue";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64380 Petershagen/Eggersdorf";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64380 Petershagen/Eggersdorf";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64380 Petershagen/Eggersdorf";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64380 Petershagen/Eggersdorf";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64388 Podelzig";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64388 Podelzig";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64388 Podelzig";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64388 Podelzig";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64393 Prötzel";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64393 Prötzel";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64393 Prötzel";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64393 Prötzel";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64408 Rehfelde";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64408 Rehfelde";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64408 Rehfelde";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64408 Rehfelde";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64417 Reichenow-Möglin";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64417 Reichenow-Möglin";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64417 Reichenow-Möglin";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64417 Reichenow-Möglin";"250 und mehr";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64420 Reitwein";"0  bis     9";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64420 Reitwein";"10  bis   49";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64420 Reitwein";"50  bis 249";-;
"Anzahl  Niederlassungen";"52.1 Lagerei";"2014";"64420 Reitwein";"250 und mehr";-;
